question_id,stage,input_tokens,output_tokens,total_tokens,calls,status,attempt,model
38,repair,8144,1002,9146,1,completed,1.0,gpt-5.6-luna
38,execution,0,0,0,0,completed,,gpt-5.6-luna
38,insight,0,0,0,0,skipped,,gpt-5.6-luna
38,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
42,step1,0,0,0,0,skipped,,gpt-5.6-luna
42,code_generation,7714,3100,10814,1,completed,,gpt-5.6-luna
42,repair,9961,2239,12200,1,completed,1.0,gpt-5.6-luna
42,execution,0,0,0,0,completed,,gpt-5.6-luna
42,insight,0,0,0,0,skipped,,gpt-5.6-luna
42,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
45,step1,0,0,0,0,skipped,,gpt-5.6-luna
45,code_generation,7693,4482,12175,1,completed,,gpt-5.6-luna
45,execution,0,0,0,0,completed,,gpt-5.6-luna
45,insight,0,0,0,0,skipped,,gpt-5.6-luna
45,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
47,step1,0,0,0,0,skipped,,gpt-5.6-luna
47,code_generation,7675,1697,9372,1,completed,,gpt-5.6-luna
47,execution,0,0,0,0,completed,,gpt-5.6-luna
47,insight,0,0,0,0,skipped,,gpt-5.6-luna
47,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
50,step1,0,0,0,0,skipped,,gpt-5.6-luna
50,code_generation,7681,3189,10870,1,completed,,gpt-5.6-luna
50,execution,0,0,0,0,completed,,gpt-5.6-luna
50,insight,0,0,0,0,skipped,,gpt-5.6-luna
50,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
51,step1,0,0,0,0,skipped,,gpt-5.6-luna
51,code_generation,7679,1895,9574,1,completed,,gpt-5.6-luna
51,execution,0,0,0,0,completed,,gpt-5.6-luna
51,insight,0,0,0,0,skipped,,gpt-5.6-luna
51,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
60,step1,0,0,0,0,skipped,,gpt-5.6-luna
60,code_generation,7680,1632,9312,1,completed,,gpt-5.6-luna
60,execution,0,0,0,0,completed,,gpt-5.6-luna
60,insight,0,0,0,0,skipped,,gpt-5.6-luna
60,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
61,step1,0,0,0,0,skipped,,gpt-5.6-luna
61,code_generation,7718,1366,9084,1,completed,,gpt-5.6-luna
61,execution,0,0,0,0,completed,,gpt-5.6-luna
61,insight,0,0,0,0,skipped,,gpt-5.6-luna
61,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
63,step1,0,0,0,0,skipped,,gpt-5.6-luna
63,code_generation,7700,1532,9232,1,completed,,gpt-5.6-luna
63,execution,0,0,0,0,completed,,gpt-5.6-luna
63,insight,0,0,0,0,skipped,,gpt-5.6-luna
63,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
65,step1,0,0,0,0,skipped,,gpt-5.6-luna
65,code_generation,7689,3062,10751,1,completed,,gpt-5.6-luna
65,execution,0,0,0,0,completed,,gpt-5.6-luna
65,insight,0,0,0,0,skipped,,gpt-5.6-luna
65,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
66,step1,0,0,0,0,skipped,,gpt-5.6-luna
66,code_generation,7685,2347,10032,1,completed,,gpt-5.6-luna
66,execution,0,0,0,0,completed,,gpt-5.6-luna
66,insight,0,0,0,0,skipped,,gpt-5.6-luna
66,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
67,step1,0,0,0,0,skipped,,gpt-5.6-luna
67,code_generation,7684,2696,10380,1,completed,,gpt-5.6-luna
67,execution,0,0,0,0,completed,,gpt-5.6-luna
67,insight,0,0,0,0,skipped,,gpt-5.6-luna
67,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
71,step1,0,0,0,0,skipped,,gpt-5.6-luna
71,code_generation,7678,1106,8784,1,completed,,gpt-5.6-luna
71,execution,0,0,0,0,completed,,gpt-5.6-luna
71,insight,0,0,0,0,skipped,,gpt-5.6-luna
71,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
73,step1,0,0,0,0,skipped,,gpt-5.6-luna
73,code_generation,7680,2623,10303,1,completed,,gpt-5.6-luna
73,execution,0,0,0,0,completed,,gpt-5.6-luna
73,insight,0,0,0,0,skipped,,gpt-5.6-luna
73,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
76,step1,0,0,0,0,skipped,,gpt-5.6-luna
76,code_generation,7679,2368,10047,1,completed,,gpt-5.6-luna
76,execution,0,0,0,0,completed,,gpt-5.6-luna
76,insight,0,0,0,0,skipped,,gpt-5.6-luna
76,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
79,step1,0,0,0,0,skipped,,gpt-5.6-luna
79,code_generation,7677,2005,9682,1,completed,,gpt-5.6-luna
79,execution,0,0,0,0,completed,,gpt-5.6-luna
79,insight,0,0,0,0,skipped,,gpt-5.6-luna
79,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
80,step1,0,0,0,0,skipped,,gpt-5.6-luna
80,code_generation,7693,4296,11989,1,completed,,gpt-5.6-luna
80,execution,0,0,0,0,completed,,gpt-5.6-luna
80,insight,0,0,0,0,skipped,,gpt-5.6-luna
80,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
82,step1,0,0,0,0,skipped,,gpt-5.6-luna
82,code_generation,7679,1313,8992,1,completed,,gpt-5.6-luna
82,execution,0,0,0,0,completed,,gpt-5.6-luna
82,insight,0,0,0,0,skipped,,gpt-5.6-luna
82,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
83,step1,0,0,0,0,skipped,,gpt-5.6-luna
83,code_generation,7676,2696,10372,1,completed,,gpt-5.6-luna
83,execution,0,0,0,0,completed,,gpt-5.6-luna
83,insight,0,0,0,0,skipped,,gpt-5.6-luna
83,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
84,step1,0,0,0,0,skipped,,gpt-5.6-luna
84,code_generation,7674,1157,8831,1,completed,,gpt-5.6-luna
84,repair,8035,1878,9913,1,completed,1.0,gpt-5.6-luna
84,repair,8669,1235,9904,1,completed,2.0,gpt-5.6-luna
84,execution,0,0,0,0,completed,,gpt-5.6-luna
84,insight,0,0,0,0,skipped,,gpt-5.6-luna
84,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
85,step1,0,0,0,0,skipped,,gpt-5.6-luna
85,code_generation,7679,1873,9552,1,completed,,gpt-5.6-luna
85,execution,0,0,0,0,completed,,gpt-5.6-luna
85,insight,0,0,0,0,skipped,,gpt-5.6-luna
85,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
88,step1,0,0,0,0,skipped,,gpt-5.6-luna
88,code_generation,7698,5267,12965,1,completed,,gpt-5.6-luna
88,execution,0,0,0,0,completed,,gpt-5.6-luna
88,insight,0,0,0,0,skipped,,gpt-5.6-luna
88,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
89,step1,0,0,0,0,skipped,,gpt-5.6-luna
89,code_generation,7699,3510,11209,1,completed,,gpt-5.6-luna
89,execution,0,0,0,0,completed,,gpt-5.6-luna
89,insight,0,0,0,0,skipped,,gpt-5.6-luna
89,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
91,step1,0,0,0,0,skipped,,gpt-5.6-luna
91,code_generation,7683,3146,10829,1,completed,,gpt-5.6-luna
91,execution,0,0,0,0,completed,,gpt-5.6-luna
91,insight,0,0,0,0,skipped,,gpt-5.6-luna
91,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
93,step1,0,0,0,0,skipped,,gpt-5.6-luna
93,code_generation,7698,4484,12182,1,completed,,gpt-5.6-luna
93,execution,0,0,0,0,completed,,gpt-5.6-luna
93,insight,0,0,0,0,skipped,,gpt-5.6-luna
93,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
95,step1,0,0,0,0,skipped,,gpt-5.6-luna
95,code_generation,7704,3053,10757,1,completed,,gpt-5.6-luna
95,repair,9845,2224,12069,1,completed,1.0,gpt-5.6-luna
95,execution,0,0,0,0,completed,,gpt-5.6-luna
95,insight,0,0,0,0,skipped,,gpt-5.6-luna
95,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
100,step1,0,0,0,0,skipped,,gpt-5.6-luna
100,code_generation,7691,4067,11758,1,completed,,gpt-5.6-luna
100,repair,9768,2273,12041,1,completed,1.0,gpt-5.6-luna
100,execution,0,0,0,0,completed,,gpt-5.6-luna
100,insight,0,0,0,0,skipped,,gpt-5.6-luna
100,judge,0,0,0,0,skipped_only_generation,,gpt-4o-mini
